year_id,location_name,rei_id,rei_name,age_group_name,sex,parameter,mean,upper,lower,unit
2017,Indonesia,118,Diet high in sugar-sweetened beverages,All Available Ages,Male,continuous,55.77090554,60.48533172,51.94143928,g/day
2017,Indonesia,118,Diet high in sugar-sweetened beverages,All Available Ages,Female,continuous,41.31112037,44.52790966,38.48123621,g/day
2017,Indonesia,119,Diet low in fiber,All Available Ages,Male,continuous,9.281473535,9.698604326,8.877135978,g/day
2017,Indonesia,119,Diet low in fiber,All Available Ages,Female,continuous,7.843025485,8.230489249,7.489590392,g/day
2017,Indonesia,121,Diet low in seafood omega-3 fatty acids,All Available Ages,Male,continuous,0.028018719,0.028776644,0.027381161,g/day
2017,Indonesia,121,Diet low in seafood omega-3 fatty acids,All Available Ages,Female,continuous,0.023898008,0.024524378,0.023296006,g/day
2017,Indonesia,122,Diet low in polyunsaturated fatty acids,All Available Ages,Male,continuous,0.021411351,0.022134245,0.020712938,%energy/day
2017,Indonesia,122,Diet low in polyunsaturated fatty acids,All Available Ages,Female,continuous,0.02085723,0.021509707,0.020199494,%energy/day
2017,Indonesia,123,Diet high in trans fatty acids,All Available Ages,Male,continuous,0.002331697,0.00235944,0.002306166,%energy/day
2017,Indonesia,123,Diet high in trans fatty acids,All Available Ages,Female,continuous,0.002838761,0.002870769,0.002804594,%energy/day
2017,Indonesia,124,Diet high in sodium,All Available Ages,Male,continuous,4.300804541,4.736669149,3.913070528,g/day
2017,Indonesia,124,Diet high in sodium,All Available Ages,Female,continuous,4.560909066,4.949764659,4.199040809,g/day
2017,Indonesia,147,Diet low in calcium,All Available Ages,Male,continuous,0.195731032,0.200735208,0.190538708,g/day
2017,Indonesia,147,Diet low in calcium,All Available Ages,Female,continuous,0.174940791,0.179435838,0.170334265,g/day
2017,Indonesia,333,Diet low in legumes,All Available Ages,Male,continuous,30.69389342,32.54240069,28.93879992,g/day
2017,Indonesia,333,Diet low in legumes,All Available Ages,Female,continuous,25.42453977,27.18161864,23.82435173,g/day
2017,Laos,111,Diet low in fruits,All Available Ages,Male,continuous,85.82173886,95.26729072,77.61879885,g/day
2017,Laos,111,Diet low in fruits,All Available Ages,Female,continuous,98.08958277,107.2280918,89.25079259,g/day
2017,Laos,112,Diet low in vegetables,All Available Ages,Male,continuous,259.4250701,290.420303,232.0858763,g/day
2017,Laos,112,Diet low in vegetables,All Available Ages,Female,continuous,237.2623806,264.8184555,211.4085513,g/day
2017,Laos,113,Diet low in whole grains,All Available Ages,Male,continuous,72.23711771,76.78021239,67.69244417,g/day
2017,Laos,113,Diet low in whole grains,All Available Ages,Female,continuous,67.62152712,72.00752306,63.16504952,g/day
